bookID,title,average_rating,isbn,isbn13,num_pages,ratings_count,text_reviews_count,publication_date,author,lang,publisher,num_pages_grp
10539,The Lost Continent:  Travels in Small-town America,3.83,552998087,9780550000000.0,379,729,78,1/2/1999,Bill Bryson,eng,Black Swan,250-499
10541,Made in America: An Informal History of the English Language in the United States,3.91,380713810,9780380000000.0,364,10836,613,10/23/2001,Bill Bryson,eng,Avon Books,250-499
10545,Ulysses,3.73,141182806,9780140000000.0,933,1517,235,3/30/2000,James Joyce,en-US,Penguin Books Ltd,750-999
10546,The Long-Lost Map (Ulysses Moore #2),4.0,043977439X,9780440000000.0,272,1693,76,7/1/2006,Pierdomenico Baccalario,eng,Scholastic Inc.,250-499
10552,The Wicked Wit of Charles Dickens,3.55,1854790471,9781850000000.0,162,30,6,9/1/2002,Shelley Klein,eng,Michael O'Mara,<250
10559,The Three Musketeers,4.07,1593081480,9781590000000.0,761,1149,147,11/25/2004,Alexandre Dumas,eng,Barnes  Noble Classics,750-999
10561,The Three Musketeers,4.07,1596009705,9781600000000.0,24,54,11,7/25/2005,Alexandre Dumas,eng,Brilliance Audio,<250
10562,The Three Musketeers (Great Illustrated Classics),4.08,1577658035,9781580000000.0,236,1379,56,12/3/2005,Malvina G. Vogel,eng,Baronet Books,<250
10563,The Three Musketeers (The d'Artagnan Romances. #1),4.07,1853260401,9781850000000.0,592,820,92,5/5/2001,Alexandre Dumas,eng,Wordsworth Editions,500-749
10566,Lisey's Story,3.68,743289412,9780740000000.0,513,59097,2709,10/24/2006,Stephen King,eng,Scribner,500-749
10568,King Arthur Flour Whole Grain Baking: Delicious Recipes Using Nutritious Whole Grains,4.13,881507199,9780880000000.0,544,4866,78,10/9/2006,King Arthur Flour,eng,Countryman Press,500-749
10570,King Dork (King Dork  #1),3.56,385732910,9780390000000.0,344,6352,861,4/11/2006,Frank Portman,eng,Delacorte Press,250-499
10572,A Clash of Kings  (A Song of Ice and Fire  #2),4.41,553381695,9780550000000.0,969,638766,16535,5/28/2002,George R.R. Martin,eng,Bantam,750-999
10574,The Colorado Kid,3.32,843955848,9780840000000.0,178,24611,1970,2/20/2006,Stephen King,eng,Hard Crime Case,<250
10575,Stationary Bike,3.54,743555619,9780740000000.0,44,3035,167,7/1/2006,Stephen King,eng,Simon & Schuster Audio,<250
10579,Everything's Eventual: 14 Dark Tales,3.97,1416524355,9781420000000.0,605,73145,1519,11/1/2005,Stephen King,eng,Pocket Books,500-749
10581,The Mist,3.95,671874756,9780670000000.0,2,168,10,9/1/1993,Stephen King,eng,Simon & Schuster Audio,<250
10583,Pet Sematary,3.98,1416524347,9781420000000.0,576,257466,3768,11/1/2005,Stephen King,eng,Pocket Books,500-749
10585,Insomnia,3.82,8497597729,9788500000000.0,890,117901,2028,2/28/2005,Stephen King,spa,Debolsillo,750-999
10586,The Stephen King Collection: Stories from Night Shift,4.0,739317369,9780740000000.0,11,56,9,2/8/2005,Stephen King,eng,Random House Audio,<250
10587,The Man in the Black Suit: 4 Dark Tales,3.78,074352585X,9780740000000.0,128,1369,101,11/1/2002,Stephen King,eng,Simon  Schuster Audio,<250
10593,The Shining,4.22,743537009,9780740000000.0,16,357,107,8/2/2005,Stephen King,eng,Simon & Schuster Audio,<250
10594,Stephen King: America's Best-Loved Boogeyman,3.78,836254279,9780840000000.0,304,50,2,5/1/1998,George Beahm,en-US,Andrews McMeel Publishing,250-499
10597,The Illustrated Stephen King Trivia Book,4.23,1587671166,9781590000000.0,404,22,5,5/1/2005,Brian James Freeman,eng,Cemetery Dance Publications,250-499
10599,Gray Matter and Other Stories from Night Shift,3.93,055347183X,9780550000000.0,0,156,9,8/1/1993,Stephen King,eng,Random House Audio,<250
10603,Cujo,3.71,307348245,9780310000000.0,432,197993,2816,6/6/2006,Stephen King,spa,Plaza y Janés,250-499
10605,Thinner,3.71,451190750,9780450000000.0,320,155020,1513,9/1/1996,Richard Bachman,eng,Signet,250-499
10606,Stephen King from A to Z: An Encyclopedia of His Life and Work,3.83,836269144,9780840000000.0,251,53,2,3/31/1999,George Beahm,eng,Andrews McMeel Publishing,250-499
10607,Black House (The Talisman  #2),4.01,034547063X,9780350000000.0,688,46428,1220,9/30/2003,Stephen King,eng,Ballantine Books,500-749
10612,The Stephen King Universe: A Guide to the Worlds of the King of Horror,4.15,1580631606,9781580000000.0,478,6471,44,5/21/2001,Stanley Wiater,en-US,Renaissance Books,250-499
10613,Night Shift,4.0,451170113,9780450000000.0,326,1290,84,2/1/1979,Stephen King,en-US,Signet,250-499
10614,Misery,4.16,450417395,9780450000000.0,370,429510,7051,11/1/1988,Stephen King,eng,New English Library,250-499
10617,The Bachman Books,4.11,452277752,9780450000000.0,704,62529,494,10/1/1996,Richard Bachman,eng,Plume,500-749
10620,Misery,4.16,074323359X,9780740000000.0,368,129,13,3/26/2002,Stephen King,spa,Simon & Schuster Libros en Español,250-499
10622,Carrie,3.96,671039725,9780670000000.0,253,2707,192,10/1/1999,Stephen King,eng,Pocket Books,250-499
10624,"Four Past Midnight: Featuring ""The Langoliers""",3.93,451185978,9780450000000.0,761,308,20,5/1/1995,Stephen King,eng,Signet,750-999
10629,Christine,3.77,2253147699,9782250000000.0,411,178403,2088,6/13/2001,Stephen King,fre,LGF,250-499
10631,Sam Walton: Made In America,4.15,553562835,9780550000000.0,346,14157,610,6/1/1993,Sam Walton,eng,Bantam,250-499
10638,The Road to Reality: A Complete Guide to the Laws of the Universe,4.11,679776311,9780680000000.0,1099,6164,142,1/9/2007,Roger Penrose,eng,Vintage,>=1000
10639,The Paradox of Choice: Why More Is Less,3.85,60005696,9780060000000.0,265,25312,1223,1/18/2005,Barry Schwartz,eng,Harper Perennial,250-499
10654,Coach: Lessons on the Game of Life,3.82,393060918,9780390000000.0,96,1502,167,4/17/2005,Michael   Lewis,en-US,W. W. Norton  Company,<250
10655,Losers: The Road to Everyplace But the White House,3.87,679768092,9780680000000.0,320,235,19,7/28/1998,Michael   Lewis,en-US,Vintage,250-499
10656,Next: The Future Just Happened,3.67,393323528,9780390000000.0,240,1317,106,5/17/2002,Michael   Lewis,en-US,W. W. Norton  Company,<250
10662,The Ends of the Earth: A Journey to the Frontiers of Anarchy,4.12,679751238,9780680000000.0,496,1278,74,1/28/1997,Robert D. Kaplan,eng,Vintage,250-499
10663,Salvation to the Ends of the Earth: A Biblical Theology of Mission (New Studies in Biblical Theology (InterVarsity Press)  #11),3.93,851115195,9780850000000.0,351,93,8,1/1/2001,Andreas J. Köstenberger,eng,Inter Varsity Press,250-499
10666,The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,4.12,679431489,9780680000000.0,476,10,3,2/27/1996,Robert D. Kaplan,eng,Random House  Inc.,250-499
10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,4.19,375758259,9780380000000.0,264,20145,530,10/9/2001,Roger Lowenstein,eng,Random House Trade Paperbacks,250-499
10670,When Genius Failed: The Rise And Fall Of Long Term Capital Management,4.19,1841155047,9781840000000.0,275,247,13,6/1/2009,Roger Lowenstein,eng,Fourth Estate,250-499
10682,The Secret of Fantasy Forest (Sweet Valley Kids #67),3.94,553483323,9780550000000.0,96,54,2,9/1/1996,Francine Pascal,eng,Sweet Valley,<250
10686,Pearl and Wagner: Three Secrets,3.84,803725744,9780800000000.0,48,60,7,5/24/2004,Kate McMullan,eng,Dial,<250
10687,A History of Britain: The Fate Of Empire 1776-2000 (A History of Britain  #3),4.06,786868996,9780790000000.0,576,675,41,12/18/2002,Simon Schama,en-US,Miramax Books,500-749
10689,The Devil in the White City Murder  Magic and Madness at the Fair that Changed America,3.99,385602057,9780390000000.0,464,22,6,3/3/2003,Erik Larson,eng,Doubleday,250-499
10691,O Historiador,3.78,857302710X,9788570000000.0,544,43,3,8/19/2005,Elizabeth Kostova,por,Suma de Letras Brasileiras,500-749
10698,Kim,3.72,1593081928,9781590000000.0,286,398,63,12/15/2003,Rudyard Kipling,eng,Barnes  Noble Classics,250-499
10701,Birds Without Wings,4.16,436205491,9780440000000.0,640,48,8,7/1/2004,Louis de Bernières,eng,Secker,500-749
10711,God Knows,3.8,684841258,9780680000000.0,368,2992,163,11/12/1997,Joseph Heller,eng,Simon  Schuster,250-499
10712,Picture This,3.68,684868199,9780680000000.0,352,1219,67,3/24/2000,Joseph Heller,en-US,Simon  Schuster,250-499
10713,Closing Time,3.02,743239806,9780740000000.0,464,106,9,7/1/2003,Joseph Heller,eng,Simon & Schuster (Trade Division),250-499
10714,Good as Gold,3.36,684839741,9780680000000.0,445,2631,100,11/12/1997,Joseph Heller,eng,Simon  Schuster,250-499
10718,Something Happened,3.52,684841215,9780680000000.0,576,6166,399,11/12/1997,Joseph Heller,eng,Simon  Schuster,500-749
10732,Archie Americana Series: Best of the Eighties  Vol. 1,3.91,1879794063,9781880000000.0,96,61,1,6/26/2001,George Gladir,eng,Archie Comics,<250
10739,The Moviegoer,3.68,375701966,9780380000000.0,242,21634,1660,4/14/1998,Walker Percy,eng,Vintage Books USA,<250
10750,Wicked: The Life and Times of the Wicked Witch of the West,3.53,60745908,9780060000000.0,409,2828,459,3/2/2004,Gregory Maguire,en-US,William Morrow Paperbacks,250-499
10751,Wicked: Memorias de una bruja mala (Los años malvados  #1),3.53,61351393,9780060000000.0,508,47,10,5/1/2007,Gregory Maguire,spa,Rayo,500-749
10756,The Sword and the Shield: The Mitrokhin Archive & the Secret History of the KGB,3.93,465003125,9780470000000.0,736,1170,82,8/29/2000,Christopher M. Andrew,en-US,Basic Books,500-749
10757,Lay Down My Sword And Shield (Hackberry Holland  #1),3.89,752842692,9780750000000.0,320,1680,117,9/4/2003,James Lee Burke,eng,Orion,250-499
10760,Sword and Shield,4.0,1560764988,9781560000000.0,16,5,1,9/1/1992,John Terra,eng,TSR Inc.,<250
10765,A Year in the Merde,3.54,1582346178,9781580000000.0,276,11429,979,5/2/2006,Stephen Clarke,en-US,Bloomsbury Publishing PLC,250-499
10767,Merde!: The Real French You Were Never Taught at School,3.96,684854279,9780680000000.0,112,155,13,12/9/1998,Geneviève,eng,Gallery Books,<250
10770,Merde Encore!: More of the Real French You Were Never Taught at School,3.96,684854287,9780680000000.0,104,46,1,12/9/1998,Geneviève,eng,Gallery Books,<250
10772,Can't Wait to Get to Heaven,3.91,1415930686,9781420000000.0,384,326,66,7/18/2006,Fannie Flagg,eng,Books on Tape,250-499
10776,Green Hills of Africa,3.56,99460955,9780100000000.0,200,7290,387,3/4/2004,Ernest Hemingway,eng,Vintage Classics,<250
10778,Across the River and into the Trees,3.33,684844648,9780680000000.0,272,5546,342,4/15/1998,Ernest Hemingway,eng,Scribner,250-499
10780,Hemingway: The Paris Years,4.17,393318796,9780390000000.0,402,490,35,5/17/1999,Michael S. Reynolds,eng,W. W. Norton  Company,250-499
10783,Adios Hemingway,3.72,184195795X,9781840000000.0,229,659,85,3/10/2006,Leonardo Padura,eng,Canongate U.S.,<250
10785,By-Line: Selected Articles and Dispatches of Four Decades,3.96,684839059,9780680000000.0,512,421,33,5/12/1998,Ernest Hemingway,en-US,Scribner,500-749
10787,The Hemingway Women: Those Who Love Him - The Wives And Others,4.17,393318354,9780390000000.0,556,279,32,12/17/1998,Bernice Kert,eng,W. W. Norton  Company,500-749
10789,Hemingway: A Biography,4.0,306808900,9780310000000.0,644,197,15,5/7/1999,Jeffrey Meyers,eng,Da Capo Press,500-749
10792,The Sword of Straw (The Sangreal Trilogy  #2),3.81,345460804,9780350000000.0,336,138,8,3/28/2006,Amanda Hemingway,eng,Del Rey,250-499
10796,A Farewell to Arms,3.8,743564375,9780740000000.0,8,290,65,5/1/2006,Ernest Hemingway,eng,Simon  Schuster Audio,<250
10797,A Farewell to Arms,3.8,684174693,9780680000000.0,336,174,30,2/1/1982,Ernest Hemingway,eng,MacMillan Publishing Company,250-499
10801,The Big Rock Candy Mountain,4.15,140139397,9780140000000.0,563,6187,669,3/1/1991,Wallace Stegner,eng,Penguin,500-749
10802,Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,4.07,140159940,9780140000000.0,438,3010,244,3/1/1992,Wallace Stegner,eng,Penguin Books,250-499
10804,Collected Stories,4.22,143039792,9780140000000.0,576,608,59,7/25/2006,Wallace Stegner,eng,Penguin Classics,500-749
10805,All the Little Live Things,4.09,140154418,9780140000000.0,345,2595,350,12/1/1991,Wallace Stegner,eng,Penguin Books,250-499
10806,Where the Bluebird Sings to the Lemonade Springs,4.1,375759328,9780380000000.0,234,1553,113,4/9/2002,Wallace Stegner,eng,Modern Library,<250
10808,Wallace Stegner: His Life and Work,4.19,140247963,9780140000000.0,496,88,8,11/1/1997,Jackson J. Benson,eng,Penguin Books,250-499
10810,Letters of E.B. White,4.13,60757086,9780060000000.0,736,694,39,11/28/2006,E.B. White,eng,Harper,500-749
10814,Here Is New York,4.3,1892145022,9781890000000.0,58,5379,544,1/1/2000,E.B. White,eng,Little Bookroom,<250
10826,Charlotte's Web,4.17,61228745,9780060000000.0,179,7,1,11/1/2006,E.B. White,eng,HarperEntertainment,<250
10832,Charlotte's Web,4.17,140364498,9780140000000.0,256,223,22,10/28/1993,E.B. White,eng,Penguin Books  Limited (UK),250-499
10836,Che Guevara: A Revolutionary Life,4.12,802135587,9780800000000.0,814,15468,548,3/9/1998,Jon Lee Anderson,eng,Grove Press (NYC),750-999
10846,Gatsby's Girl,3.54,618537252,9780620000000.0,312,863,121,5/1/2006,Caroline Preston,en-US,Houghton Mifflin Harcourt,250-499
10853,In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,3.89,1585421774,9781590000000.0,352,2246,166,9/16/2002,Allan C. Weisbecker,eng,TarcherPerigee,250-499
10863,Pipe Dream (Strivers Row),3.97,375756604,9780380000000.0,341,139,17,7/31/2001,Solomon Jones,eng,Villard,250-499
10867,The Pleasure of My Company,3.78,786888016,9780790000000.0,176,13257,1240,10/6/2004,Steve Martin,eng,Hachette Books,<250
10873,Shopgirl,3.43,786891076,9780790000000.0,130,30067,2166,1/1/2000,Steve Martin,eng,Hachette Books,<250
10876,The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,4.08,684873176,9780680000000.0,752,84,4,3/1/2013,Hunter S. Thompson,eng,Simon & Schuster,750-999
10877,Generation of Swine: Tales of Shame and Degradation in the '80's,3.78,743250443,9780740000000.0,336,5980,171,11/6/2003,Hunter S. Thompson,eng,Simon  Schuster,250-499
10879,The Gonzo Way: A Celebration of Dr. Hunter S. Thompson,3.96,1555916228,9781560000000.0,112,1052,36,7/1/2007,Anita Thompson,en-US,Fulcrum Publishing,<250
10880,The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967,4.14,345377966,9780350000000.0,720,2961,116,4/7/1998,Hunter S. Thompson,eng,Ballantine Books,500-749
10884,Einstein: His Life and Universe,4.11,743264738,9780740000000.0,675,113315,2833,4/10/2007,Walter Isaacson,eng,Simon  Schuster,500-749
10885,The Wise Men: Six Friends and the World They Made,4.07,684837714,9780680000000.0,864,2664,78,6/4/1997,Walter Isaacson,eng,Simon & Schuster,750-999
10887,Kissinger,3.94,743286979,9780740000000.0,896,2507,140,9/27/2005,Walter Isaacson,eng,Simon  Schuster,750-999
10890,Traveling Mercies: Some Thoughts on Faith,4.16,385496095,9780390000000.0,275,39822,2297,2/15/2000,Anne Lamott,eng,Anchor,250-499
10894,Where Rainbows End,3.94,7189958,9780010000000.0,454,652,109,11/8/2004,Cecelia Ahern,eng,HarperCollins,250-499
10895,Irish Girls Are Back in Town,3.74,743499263,9780740000000.0,384,805,36,3/1/2005,Cecelia Ahern,eng,Gallery Books,250-499
10897,There's No Place Like Here,3.67,1401301886,9781400000000.0,340,1926,314,9/4/2007,Cecelia Ahern,eng,Hachette Books,250-499
10906,Final Rain (The Survivalist  #19),3.69,821726846,9780820000000.0,220,95,4,6/1/1989,Jerry Ahern,eng,Zebra,<250
10907,The Pursuit of Happyness,4.19,60744871,9780060000000.0,320,21292,756,10/24/2006,Chris Gardner,eng,Amistad,250-499
10908,Harvesting the Heart,3.6,140230270,9780140000000.0,453,39611,2473,4/1/1995,Jodi Picoult,eng,Penguin Books,250-499
10909,The Tenth Circle,3.5,074349671X,9780740000000.0,416,108646,5039,10/24/2006,Jodi Picoult,eng,Allen & Ulwin,250-499
10910,Mercy,3.58,743422449,9780740000000.0,400,42046,2564,4/1/2001,Jodi Picoult,eng,Washington Square Press,250-499
10912,Picture Perfect,3.54,425185508,9780430000000.0,369,46383,2502,7/2/2002,Jodi Picoult,eng,Berkley,250-499
10914,Songs of the Humpback Whale,3.2,743431014,9780740000000.0,346,27590,1838,10/1/2001,Jodi Picoult,eng,Washington Square Press,250-499
10915,Salem Falls,3.82,743418719,9780740000000.0,434,67431,3066,8/1/2002,Jodi Picoult,eng,Washington Square Press,250-499
10916,The Pact,4.01,61150142,9780060000000.0,512,244774,8841,8/29/2006,Jodi Picoult,eng,Avon,500-749
10917,My Sister's Keeper,4.07,743454537,9780740000000.0,423,986711,29652,2/1/2005,Jodi Picoult,eng,Washington Square Press,250-499
10920,Cold Mountain,3.86,802142842,9780800000000.0,356,208001,4972,9/1/2006,Charles Frazier,eng,Grove Press,250-499
10921,The Collected Songs of Cold Mountain,4.41,1556591403,9781560000000.0,320,685,36,6/1/2000,Hanshan,eng,Copper Canyon Press,250-499
10929,For One More Day,4.1,1401303277,9781400000000.0,197,113593,6830,9/26/2006,Mitch Albom,eng,Hachette Books,<250
10932,Just One More Day: A Memoir,3.98,99486830,9780100000000.0,340,180,25,1/5/2006,Susan    Lewis,eng,Arrow Books,250-499
10939,Ya Sé Que Te Quiero,4.19,60845988,9780060000000.0,40,0,0,4/11/2006,Billy Crystal,spa,Rayo,<250
10943,Absolutely Mahvelous,3.79,399512462,9780400000000.0,128,24,2,7/18/1986,Billy Crystal,eng,Perigee Trade,<250
10951,The Last Innocent Man,3.91,60739681,9780060000000.0,352,1667,57,1/25/2005,Phillip Margolin,eng,HarperTorch,250-499
10964,Outlander (Outlander  #1),4.23,440242940,9780440000000.0,850,673350,34690,7/26/2005,Diana Gabaldon,eng,Dell Publishing Company,750-999
10965,A Breath of Snow and Ashes (Outlander  #6),4.44,385340397,9780390000000.0,980,105950,3992,8/29/2006,Diana Gabaldon,eng,Delta,750-999
10966,Outlander - The Exile of Sharad Hett (Star Wars: Ongoing  Volume 2),3.43,1569715149,9781570000000.0,144,126,17,4/18/2001,Timothy Truman,eng,Dark Horse,<250
10967,The Fiery Cross (Outlander  #5),4.27,440221668,9780440000000.0,1443,128901,5294,8/30/2005,Diana Gabaldon,eng,Dell,>=1000
10968,Refuge (Outlanders  #36),3.93,373638493,9780370000000.0,346,5,0,2/14/2006,James Axler,eng,Gold Eagle,250-499
10969,Dragonfly in Amber (Outlander  #2),4.32,385302312,9780390000000.0,743,1088,118,7/1/1992,Diana Gabaldon,eng,Delacorte Press,500-749
10970,Outlander,3.85,184416411X,9781840000000.0,254,54,5,12/26/2006,Matt Keefe,eng,Games Workshop(uk),250-499
10971,Hydra's Ring (Outlanders  #39),3.88,373638523,9780370000000.0,348,25,2,11/1/2006,James Axler,eng,Gold Eagle,250-499
10972,Omega Path (Outlanders  #4),3.87,373638175,9780370000000.0,352,80,2,1/23/1998,James Axler,en-US,Gold Eagle,250-499
10973,Savage Sun (Outlanders  #3),3.84,373638167,9780370000000.0,352,95,3,10/24/1997,James Axler,en-US,Gold Eagle,250-499
10974,As I Lay Dying,3.71,375504524,9780380000000.0,231,1003,101,1/25/2001,William Faulkner,eng,Modern Library,<250
10976,Novels  1926-1929,4.42,1931082898,9781930000000.0,1180,199,13,4/6/2006,William Faulkner,eng,Library of America,>=1000
10979,Light in August,3.94,679732268,9780680000000.0,507,47794,1920,1/30/1991,William Faulkner,eng,Vintage,500-749
10980,Novels 1942–1954: Go Down  Moses / Intruder in the Dust / Requiem for a Nun / A Fable,4.44,940450852,9780940000000.0,1110,90,7,10/1/1994,William Faulkner,eng,Library of America,>=1000
10982,Selected Short Stories,4.09,679424784,9780680000000.0,320,1017,64,5/18/1993,William Faulkner,eng,Modern Library,250-499
10984,Three Famous Short Novels: Spotted Horses Old Man the Bear,3.86,394701496,9780390000000.0,320,1457,117,2/12/1958,William Faulkner,eng,Vintage Books,250-499
10985,The Town,4.1,394701844,9780390000000.0,371,1253,68,2/12/1961,William Faulkner,eng,Vintage Books,250-499
10987,Voyager (Outlander  #3),4.39,385335997,9780390000000.0,870,198818,8130,8/7/2001,Diana Gabaldon,eng,Delta,750-999
