Au8,Au8_CN,Au,Ag,Al,As,B,Ba,Ca,Ce,Co,Cr,Cu,Fe,Hg,K,La,Mg,Mn,Mo,Ni,P,Pb,S,Sb,Sr,Th,Ti,V,Y,Zn
1.46,12.94,11.28,0.7,2200,3106,9,265,1800,94,5,56,50,26500,10,2300,53,100,602,11,8,920,299,19200,196,16,21,19,9,6,123
0.22,10.48,2.1,2.2,3200,4137,6,81,1700,90,7,4,82,32000,12,2900,53,200,19,3,5,1000,343,28600,226,12,21,15,6,9,120
0.69,7.13,9.68,1.6,3900,17102,6,37,1700,79,6,41,39,58600,9,3000,46,200,15,4,6,970,101,64300,76,17,19,16,12,9,147
2.6,35.52,7.32,1.1,2500,1429,7,86,1800,113,6,5,23,22900,6,2400,65,100,16,4,6,940,72,19000,65,12,24,14,8,5,68
0.4,23.12,1.73,2.3,8100,1288,16,308,400,120,33,5,79,25100,3,3400,68,200,16,5,16,1910,1354,16200,1162,60,20,13,13,12,301
1.34,26.17,5.12,3.6,4400,891,14,193,300,92,21,52,13,32600,9,2800,51,200,14,5,10,1250,1931,20200,1837,73,19,12,10,9,35
0.33,7.57,4.36,0.9,2400,332,7,189,300,101,16,64,3,24400,3,2100,55,100,13,5,13,620,69,20000,217,11,20,11,5,6,114
0.88,30.88,2.85,5.0,4100,593,13,157,200,52,35,5,3,34200,5,1600,27,100,14,2,11,1370,3702,28300,1068,63,18,10,8,9,149
0.16,13.45,1.19,0.5,3000,319,7,234,100,94,16,55,3,32800,1,2200,52,100,13,3,11,760,71,27400,98,10,20,13,5,9,121
0.21,28.77,0.73,0.6,2700,299,7,226,100,82,20,5,4,33700,5,2300,46,100,19,2,12,820,78,24600,1170,23,20,12,9,4,66
0.13,21.31,0.61,0.7,3600,171,13,186,600,87,12,5,4,23400,2,2000,47,100,24,2,8,1000,107,18000,825,12,19,11,9,11,66
0.17,24.29,0.7,0.9,2700,149,14,229,100,87,8,5,15,22400,2,2300,49,100,21,2,6,420,186,16200,556,29,18,11,7,4,15
0.4,11.63,3.44,7.7,2800,600,6,66,100,93,5,54,15,18500,7,2300,51,100,11,2,9,780,5966,15800,3207,11,19,10,7,7,41
0.33,30.0,1.1,2.2,2400,605,7,148,300,70,16,63,8,34100,4,2500,39,100,12,5,10,640,1189,25600,1596,76,18,12,8,5,31
4.7,73.9,6.36,1.2,2600,2313,10,103,200,65,12,62,10,35600,58,3300,35,100,13,8,5,770,699,21800,2133,109,14,17,9,4,15
0.06,8.45,0.71,1.1,3600,312,27,398,300,78,15,62,8,22400,3,2200,42,200,18,21,7,790,153,19800,4316,107,14,15,16,6,226
1.16,28.16,4.12,0.6,5900,1071,6,421,400,91,7,3,105,16000,18,2700,49,100,11,5,6,1140,89,12900,633,198,20,12,10,10,19
5.3,25.23,21.01,1.9,5200,3961,8,325,400,97,10,27,36,15800,21,3000,53,200,9,6,6,1620,114,12900,6406,80,19,11,10,9,55
1.36,52.31,2.6,1.3,6400,2441,7,464,300,115,7,3,222,18500,39,2900,65,100,7,5,7,1060,322,14400,410,75,20,13,9,9,27
0.56,13.21,4.24,3.6,5300,6574,11,344,200,121,40,3,117,26300,6,3800,68,200,11,2,43,970,3921,22200,291,31,21,11,8,8,531
0.47,7.73,6.08,1.8,5200,3273,9,257,200,130,53,38,84,38000,16,3100,75,200,9,3,61,1380,606,34200,2589,31,20,15,9,6,243
0.19,4.75,4.0,0.6,3800,3862,8,365,100,107,9,38,26,23600,7,3100,60,200,9,3,12,1190,159,20100,267,35,21,16,15,10,105
3.17,42.38,7.48,1.4,4100,4334,8,313,200,99,10,5,83,32800,25,3000,55,100,14,2,8,1370,1127,25700,931,44,19,13,12,5,89
1.26,20.86,6.04,3.1,5300,5338,11,388,300,96,11,30,112,24100,17,4000,54,200,6,6,17,870,2384,22000,1934,28,20,10,10,20,160
0.19,9.18,2.07,2.7,5200,7545,7,314,200,98,17,3,85,28400,9,3400,55,200,11,2,32,1150,1758,29100,11105,25,21,10,8,8,174
0.53,10.6,5.0,1.4,3100,738,9,314,1500,153,4,5,11,13200,4,2700,89,100,19,9,4,1320,1861,9200,1699,69,23,17,12,13,508
0.24,7.5,3.2,0.8,3000,879,12,307,1800,120,19,29,7,13400,2,2800,69,100,17,7,4,1190,1136,10000,542,42,22,17,12,10,502
0.17,5.18,3.28,0.6,3900,1655,6,228,2200,97,13,4,8,12800,3,3300,55,200,30,6,6,1280,634,8900,422,31,23,18,12,14,988
0.04,1.91,2.09,16.0,3700,2048,6,222,2200,69,108,33,117,40600,5,2800,40,200,354,7,9,2080,8373,33300,545,32,20,19,17,14,315
2.33,44.47,5.24,6.1,2800,1861,8,229,2100,87,19,4,229,34700,23,2700,49,200,408,14,5,1450,6862,27700,2131,20,19,18,14,8,164
3.59,19.83,18.1,1.5,3300,5254,6,215,2400,103,8,31,38,36400,5,3400,58,200,2381,6,7,1220,1643,19400,752,15,21,17,32,8,759
22.44,49.59,45.25,3.6,3300,1718,6,213,2200,90,8,5,100,26200,22,3200,50,200,29,8,6,1210,2903,22400,1389,14,20,20,23,7,183
1.67,56.61,2.95,136.9,3200,1222,11,145,300,43,231,52,3740,64400,65,2400,25,100,10,9,9,1810,29500,62400,3680,21,18,17,13,5,136
2.08,54.74,3.8,20.9,3700,1135,13,153,1500,47,109,4,1793,40100,48,2500,25,100,21,17,6,2230,14267,36800,3093,25,19,18,14,10,120
0.46,13.86,3.32,0.9,3300,2720,7,352,2300,108,7,4,62,18600,2,3300,62,200,23,3,6,1260,655,14600,374,19,22,20,12,7,423
0.56,11.67,4.8,1.0,3000,1106,6,223,2100,99,6,27,21,19300,2,2900,57,200,16,5,5,1190,773,15600,231,23,21,17,9,7,488
0.43,15.36,2.8,0.7,3000,1281,14,301,1600,113,12,4,16,18600,4,2900,64,200,19,3,7,980,319,14500,213,25,21,17,10,6,359
0.24,5.36,4.48,0.8,3300,3848,8,214,2100,106,5,25,21,20500,3,3100,59,200,15,3,5,1210,392,16400,518,16,22,19,12,10,1239
0.3,9.04,3.32,5.0,3500,3703,5,248,1400,101,7,26,133,32600,3,3100,58,200,11,7,7,1260,9025,28300,1997,18,22,19,12,8,321
0.19,16.38,1.16,5.4,3900,611,5,332,1200,92,15,5,466,20400,8,3100,54,200,28,10,7,710,4123,16400,957,18,24,21,11,11,854
0.22,27.5,0.8,1.3,4900,449,6,365,1900,103,22,4,13,15700,2,3500,59,300,25,5,9,1010,1659,12400,614,19,25,21,10,16,527
0.79,38.92,2.03,1.8,4800,782,10,423,2400,107,7,4,92,19700,1,3800,62,300,272,2,8,1310,1859,13400,356,20,22,17,10,13,224
0.23,21.7,1.06,0.9,3800,1087,10,355,2600,111,9,32,27,36100,7,3300,64,300,1914,3,11,1160,685,15100,242,22,23,19,13,10,150
0.09,16.36,0.55,1.5,3900,1195,7,322,400,119,8,5,70,23900,10,3200,68,200,23,3,10,1000,1374,18100,828,17,24,16,9,7,157
0.05,3.01,1.66,1.0,3700,19641,7,268,200,96,9,47,29,25500,272,3000,55,200,9,7,10,560,617,28200,7480,44,20,15,10,12,251
0.13,6.1,2.13,0.9,7500,4068,6,229,100,81,10,34,18,26700,104,2500,46,100,7,4,11,1120,161,32100,41980,20,19,11,13,14,1050
0.84,49.41,1.7,1.4,4400,869,11,488,100,109,14,38,46,19600,15,3900,63,200,9,3,13,840,328,14800,202,16,23,13,10,10,112
0.5,8.68,5.76,1.9,3100,1546,17,320,1900,125,6,4,146,30700,6,2900,77,100,30,6,8,980,564,24500,125,18,20,12,10,6,75
0.02,0.44,4.52,0.6,2200,6343,6,393,2100,115,3,33,31,13200,4,2500,67,100,15,2,6,1070,285,11100,90,17,23,18,5,7,61
0.03,1.94,1.55,1.0,2700,5099,18,390,1700,95,4,6,74,22800,3,2700,56,100,27,6,5,990,277,16700,106,22,21,15,4,7,93
0.17,4.17,4.08,4.3,2900,4523,17,226,1700,83,7,49,148,27800,2,2200,49,100,15,6,9,1040,2939,23900,553,19,21,14,7,12,1086
-0.01,1.02,0.98,1.3,7300,15439,20,105,900,114,24,3,227,28100,9,3700,66,200,15,4,23,1400,822,28300,132,19,22,11,4,11,401
0.02,1.39,1.44,0.6,5400,14088,14,273,800,88,12,4,17,31000,12,3700,50,200,17,5,14,890,583,26600,114,15,21,12,6,7,221
0.29,3.36,8.64,0.5,5500,6348,16,378,900,135,8,25,13,23700,15,4400,79,300,13,12,7,950,315,16900,92,24,23,13,6,7,135
0.13,4.51,2.88,5.6,5700,14309,12,310,900,161,13,4,607,26000,90,4000,96,300,25,13,13,1030,1409,22700,224,25,22,14,6,8,209
0.06,10.91,0.55,20.7,5700,3741,10,508,1800,141,10,3,92,15000,9,4100,86,200,20,6,8,1180,1686,11700,58,33,24,15,6,12,154
0.05,1.0,5.0,1.4,3600,31522,7,104,700,100,15,3,111,55800,10,2200,61,100,20,7,21,600,223,60800,93,52,20,12,5,7,213
0.12,0.88,13.57,0.9,2700,5270,8,138,1100,56,9,36,29,33300,5,2400,32,100,8,5,9,610,83,28000,38,28,21,13,5,6,97
0.9,6.4,14.06,0.7,3800,7746,7,120,1800,99,8,4,38,32700,2,3000,59,200,21,4,9,860,65,28600,28,26,21,13,9,9,90
0.11,7.24,1.52,3.2,3900,3599,14,157,1800,136,13,3,1938,35700,25,3800,84,200,14,4,5,920,155,29600,634,25,23,12,6,6,94
0.28,13.08,2.14,1.5,3600,2867,9,102,1100,109,5,32,20,21400,3,3300,65,200,9,7,6,610,42,17100,39,31,23,12,7,4,82
0.13,4.06,3.2,0.5,3600,13530,9,244,1600,114,6,29,6,21400,20,3200,66,200,9,3,7,870,33,22300,2612,28,24,11,7,7,104
1.38,88.46,1.56,0.9,4300,1350,6,594,300,84,2,3,111,17700,6,4000,50,200,8,5,2,310,124,2900,211,65,25,11,5,2,9
0.65,6.17,10.53,8.9,3700,5318,7,240,1800,86,17,25,550,22400,14,3200,50,200,10,4,13,1640,4427,17900,433,87,25,16,14,13,84
0.2,7.78,2.57,1.6,3400,1060,6,281,2100,117,11,18,114,30600,5,2700,75,100,11,5,10,1300,443,27200,252,93,24,16,8,12,448
0.24,22.02,1.09,1.3,6000,1191,6,284,1800,71,40,36,115,38500,5,3600,43,200,15,6,59,1150,140,33600,168,114,24,23,11,10,220
0.28,30.77,0.91,0.9,9800,1681,5,316,500,100,154,24,35,30500,14,3600,62,200,7,3,118,560,281,25600,2510,102,19,12,13,11,75
0.24,38.1,0.63,2.6,5600,2111,8,827,600,118,6,7,65,9500,18,4900,73,200,13,2,8,970,2649,5200,1771,98,23,13,8,8,32
0.15,22.39,0.67,0.6,5500,797,6,423,800,109,56,6,36,19700,6,3300,66,200,16,3,157,590,51,20900,17837,131,22,38,13,10,166
0.61,47.29,1.29,6.7,4500,2242,12,621,1800,81,17,5,117,29600,7,4200,43,500,1890,4,10,860,2111,8300,132,31,21,17,8,16,305
3.47,51.33,6.76,5.2,8600,2146,9,418,800,93,31,26,113,14800,11,4000,51,300,25,6,16,1150,1460,11400,307,40,21,18,15,10,256
0.71,54.2,1.31,1.0,4500,2866,12,543,2100,91,19,5,62,30100,20,3900,47,1000,2139,5,23,1100,838,7900,183,58,22,17,9,9,828
0.29,38.16,0.76,4.4,3700,624,6,360,2100,89,19,8,162,30700,6,3700,51,400,1250,7,10,1050,1891,16400,611,21,21,20,11,9,358
0.07,5.98,1.17,3.1,4000,2428,11,399,3100,119,23,6,144,48300,5,3900,70,600,4159,5,21,1150,131,12700,472,26,22,17,10,11,657
0.71,37.57,1.89,2.4,5100,2011,11,27,2100,87,41,7,53,39000,11,3800,50,300,38,4,42,1660,254,32100,241,13,21,15,20,11,231
2.17,13.48,16.1,2.6,3900,883,12,320,2700,122,12,7,57,29700,9,3800,70,600,902,6,13,1250,688,16700,3043,21,23,14,12,11,480
0.21,4.41,4.76,0.5,3600,4396,11,247,2600,112,31,24,18,21100,6,3800,62,300,461,3,33,1290,67,15000,158,18,23,12,7,9,518
0.22,2.39,9.2,1.3,3500,3859,9,275,2800,89,13,6,27,32000,86,3800,48,400,1757,3,13,1270,65,14100,168,19,22,13,9,9,178
0.18,10.47,1.72,84.7,2800,3961,10,206,1900,89,39,34,5182,48900,224,2900,52,200,316,5,7,910,21900,46300,4931,13,19,16,6,6,148
0.66,21.93,3.01,18.0,3600,4228,11,400,2500,104,8,19,415,25200,8,3500,60,300,744,7,5,1060,11311,18200,528,16,21,14,8,7,107
0.01,0.52,1.93,12.6,4000,70573,6,70,1400,83,60,6,2042,52400,274,3300,48,200,42,7,56,600,4174,75200,769,13,17,13,5,8,406
0.03,1.9,1.58,0.5,4600,4992,14,299,2400,143,10,7,89,19400,11,4100,81,300,40,5,11,1120,373,15300,127,23,24,14,6,10,73
0.01,0.88,1.13,1.1,4500,5842,11,118,2500,95,12,22,243,32300,21,3800,54,300,25,7,12,1140,829,27700,227,14,24,16,7,10,113
0.02,1.12,1.79,5.1,4200,9130,8,61,1900,85,8,18,404,27400,17,3400,45,200,20,19,8,860,3550,25800,383,26,21,18,7,8,161
0.2,5.32,3.76,35.3,4700,1085,9,409,2100,98,21,20,387,16700,17,3900,55,200,13,7,8,1360,1039,14200,305,41,22,16,8,14,478
0.07,3.15,2.22,0.7,3400,385,9,269,2500,98,9,4,19,21900,2,3200,55,300,819,6,6,1280,476,12800,213,25,21,14,12,9,731
3.49,9.19,37.98,1.1,3200,1287,8,196,2400,74,11,4,68,30100,9,3000,44,100,204,6,8,1180,202,22500,17693,35,15,16,7,7,436
0.17,15.04,1.13,1.4,2500,1239,14,260,1400,106,15,4,35,24700,12,2500,60,200,829,8,7,870,1633,12600,768,22,19,14,5,5,342
0.09,2.27,3.96,3.6,4700,3961,6,264,200,73,60,19,70,29300,4,3700,42,200,9,5,43,240,3232,25700,429,23,23,15,6,14,1992
0.06,2.73,2.2,0.7,3400,2424,7,396,2200,109,14,32,8,19900,2,3200,62,200,14,8,8,1240,836,15900,378,20,26,17,7,9,249
0.01,0.61,1.63,0.9,3500,2511,8,283,2500,99,14,5,10,19800,2,3300,57,200,23,5,15,1220,768,15500,202,16,22,17,6,8,247
2.53,9.01,28.09,4.0,3100,1267,7,140,2200,84,14,41,22,24700,28,3000,49,200,518,5,20,1090,95,17600,4767,12,19,15,20,10,127
0.11,7.24,1.52,1.1,3700,1666,8,363,2500,115,35,25,13,32900,2,3200,68,300,1095,8,13,1250,696,18600,62,29,24,14,7,10,103
0.09,14.75,0.61,1.5,4300,1000,7,379,1500,119,28,5,20,24400,2,2700,69,200,26,5,14,1190,1543,20200,445,40,22,15,5,9,139
0.27,42.19,0.64,0.9,4200,496,6,366,700,99,15,26,19,28100,1,2800,58,200,12,4,10,1140,649,24400,675,16,22,20,6,5,208
0.1,2.78,3.6,1.0,2800,1160,20,162,100,117,8,44,11,22100,2,2500,69,100,9,4,5,750,647,17200,375,20,20,12,9,6,202
0.38,13.52,2.81,0.7,4400,1517,6,361,800,115,27,30,9,25300,3,3200,67,200,13,13,6,1320,701,14300,588,54,22,16,9,11,140
0.26,6.19,4.2,0.6,4300,1304,7,333,100,91,17,4,11,16200,3,3700,52,200,16,5,7,510,690,11900,385,43,21,14,8,6,403
2.83,31.31,9.04,13.2,4400,4068,6,67,300,92,17,24,614,29200,70,2700,53,100,5,4,6,1300,8164,19700,4593,26,20,30,14,3,22
0.2,9.8,2.04,1.2,2800,17862,5,392,2300,79,9,24,102,36400,33,2700,46,300,3318,6,6,1150,427,14200,3072,31,20,16,12,9,1041
0.15,4.75,3.16,4.9,3300,21874,6,185,2200,81,74,23,207,40800,15,2400,48,200,1339,7,124,1190,1660,33600,2929,18,20,14,11,10,1700
31.52,79.96,39.42,3.7,3600,1715,10,256,2700,114,22,29,86,51400,45,3200,69,300,2108,9,12,1220,1622,27100,1131,26,21,21,15,9,179
0.09,1.57,5.72,0.7,4300,2241,10,427,2900,152,20,22,13,39300,3,3900,94,500,1913,3,14,1350,130,15200,84,41,24,17,10,12,255
0.03,2.48,1.21,57.2,3400,4244,16,392,2600,133,22,33,1340,22400,98,3200,75,300,649,5,11,1250,3355,16600,854,28,25,13,7,9,473
0.01,1.32,0.76,0.5,4400,686,20,498,2900,131,7,3,12,15500,1,4000,75,300,29,5,9,1510,110,12300,38,29,26,14,5,10,260
0.02,2.02,0.99,0.6,4000,11104,6,41,2200,107,49,28,25,59000,9,3200,63,300,795,6,15,1050,68,50900,117,24,20,13,8,9,196
0.01,0.93,1.07,0.8,3800,22386,8,86,2100,111,91,3,28,71800,7,3500,66,300,816,9,15,1010,82,68200,194,23,20,13,7,10,153
1.05,27.63,3.8,1.1,2700,974,6,293,1900,86,6,3,39,23900,3,3000,49,200,24,5,6,1060,901,19300,341,17,22,16,8,7,97
0.52,6.99,7.44,10.8,3300,4932,7,85,1800,97,17,36,136,32700,9,3500,57,200,19,6,10,970,6419,32000,7274,15,20,15,10,9,703
0.04,2.35,1.7,1.1,3900,2287,9,387,2000,140,12,3,46,15000,1,4300,82,200,26,7,7,1150,899,12100,302,23,24,13,5,10,133
0.62,4.21,14.72,2.1,4400,11933,8,52,1300,165,17,3,89,40800,31,3300,102,200,22,3,19,850,976,38600,519,35,21,14,8,9,149
0.83,23.58,3.52,1.5,3300,2286,7,251,1500,149,6,3,44,25100,2,3100,87,200,20,8,6,820,1798,20400,280,24,24,16,8,8,101
0.37,53.62,0.69,18.7,3300,851,5,250,100,168,26,4,2554,28800,103,2600,98,100,15,6,8,990,3451,25700,2028,26,21,12,6,8,96
0.25,48.08,0.52,11.0,4000,811,6,351,1700,117,16,22,563,35600,14,3100,67,300,1095,3,14,1620,6013,21800,875,20,22,17,12,9,150
0.37,56.06,0.66,0.5,3300,364,10,198,1500,88,10,6,22,44300,5,3100,50,200,310,6,10,950,444,34900,441,24,21,16,9,7,77
0.2,19.8,1.01,2.4,2300,3170,11,215,900,94,55,28,13,31100,6,2300,54,100,12,8,21,760,2421,28100,812,13,20,13,7,5,516
40.48,72.13,56.12,61.5,2900,1512,8,398,700,86,8,8,801,27000,151,2900,48,100,38,11,8,560,1063,19700,814,38,18,18,7,4,191
2.24,62.4,3.59,1.3,2300,474,10,258,600,90,27,6,35,26600,11,2100,50,100,26,20,6,410,94,21000,101,21,19,22,6,4,42
1.8,91.37,1.97,1.0,7600,676,16,443,700,132,2,4,47,14200,2,4300,74,300,8,3,2,660,242,400,1034,81,21,15,9,10,18
4.18,41.1,10.17,0.6,3400,2823,7,222,200,95,22,5,7,27600,7,3200,55,100,13,3,11,210,78,21600,117,27,22,14,9,5,24
8.24,38.92,21.17,4.0,4000,2336,7,274,600,101,9,29,126,22600,5,2900,57,100,8,3,9,1080,3164,18600,1353,50,23,15,8,11,74
13.09,61.34,21.34,0.5,3300,3338,9,336,1900,95,8,5,13,22400,18,3100,54,100,19,6,10,1010,145,17600,46,24,22,19,9,9,95
1.53,28.54,5.36,0.8,4000,2959,6,247,1800,108,16,3,7,23600,7,3100,61,200,11,2,13,970,88,19100,498,40,22,11,10,10,168
2.24,28.72,7.8,0.9,2500,1920,7,85,2700,85,8,6,10,36700,4,2800,50,300,1816,1,9,1260,62,14400,60,16,20,15,13,9,100
0.83,13.74,6.04,1.5,3900,3666,12,332,2300,121,24,36,65,27800,3,3700,70,200,433,2,12,1660,1132,16900,181,53,23,15,11,11,42
4.29,81.87,5.24,1.3,5300,1275,11,512,600,129,31,9,68,21400,5,3900,74,200,12,3,7,650,679,7200,1127,166,17,19,15,9,16
0.02,1.77,1.13,0.8,3200,3647,10,314,2800,142,12,3,68,28900,2,3500,84,300,762,2,12,1490,260,17800,111,47,23,12,7,10,221
0.07,7.78,0.9,2.8,3400,1058,13,292,3000,147,18,18,271,39500,1,3500,88,1100,1308,3,20,1490,1109,21800,288,32,23,13,8,9,319
0.27,12.27,2.2,14.2,2800,2034,7,203,2400,94,49,23,789,32700,21,2600,55,200,402,3,13,1310,632,25400,474,37,21,13,7,8,216
0.15,19.74,0.76,37.7,4100,7567,8,209,2200,126,42,4,1679,48200,41,3400,75,900,933,2,98,1520,2320,34400,341,41,21,13,9,9,351
0.25,5.3,4.72,3.3,3900,10783,6,212,1800,126,16,24,147,30600,23,3100,73,200,209,3,33,1320,2632,27800,536,27,21,13,10,8,283
0.91,22.09,4.12,0.6,3700,5483,7,237,1800,131,23,25,121,32400,24,3200,77,200,17,5,38,1680,305,28700,192,24,22,15,7,8,171
155.1,58.76,263.95,4.8,3000,4105,9,220,2600,139,9,19,34,34100,21,3000,82,400,1063,4,14,1330,653,22400,94,29,22,16,11,10,307
10.12,13.91,72.76,17.8,2800,12215,5,257,2600,96,5,4,425,24500,162,2800,56,200,234,2,12,1370,10081,24800,409,21,21,15,12,8,281
2.07,14.84,13.95,0.6,2800,14938,7,353,2000,67,4,5,11,21100,47,2600,36,200,134,6,9,1090,137,22200,1293,18,20,11,6,8,139
0.17,8.81,1.93,1.0,3900,13905,20,153,2000,112,7,5,47,20300,32,3700,65,200,31,3,7,960,50,21300,2081,21,21,12,8,8,61
0.89,83.96,1.06,4.5,4600,979,10,975,400,83,2,27,20,44200,10,6100,46,200,47,6,1,1670,1656,5500,205,332,22,13,16,6,90
1.19,78.81,1.51,2.9,3700,2357,10,643,200,112,2,5,251,18800,18,5200,64,200,30,9,3,730,2358,5000,315,33,20,13,11,4,30
1.64,41.0,4.0,1.1,3400,4989,7,402,2000,101,68,35,24,27200,19,3900,59,200,367,4,97,1210,759,16100,606,29,21,11,8,9,1146
0.39,6.17,6.32,5.0,3300,9484,9,270,2300,113,10,30,229,21000,48,3200,66,200,395,3,14,1150,2506,17100,261,25,21,10,8,9,946
0.4,37.38,1.07,2.3,8700,3309,10,368,100,140,29,4,6,15500,10,3500,79,200,14,4,22,2180,61,11600,357,54,23,11,8,12,944
0.06,7.32,0.82,1.1,4400,3605,19,418,2900,88,29,6,23,22000,1,3700,51,500,611,1,11,1440,788,11000,110,37,23,17,4,12,275
2.42,5.88,41.17,1.7,3200,3415,11,149,2900,79,59,31,13,54900,26,3100,47,400,2247,6,17,1200,126,24700,72,24,19,16,22,9,118
7.83,39.85,19.65,1.6,3600,1035,11,359,3200,106,20,7,47,47700,8,3400,63,400,2737,9,10,1260,155,13300,76,23,19,16,21,9,161
7.89,84.66,9.32,0.6,4200,708,8,412,100,81,9,7,8,17200,31,3400,48,100,23,1,7,1660,297,9300,257,74,18,13,10,6,12
17.88,51.81,34.51,11.3,6000,2495,9,179,400,68,15,38,201,24600,191,3000,42,100,9,2,8,2120,14572,17700,15984,20,15,16,16,7,30
0.39,8.71,4.48,1.1,4300,12579,15,337,400,83,10,38,9,13700,75,3000,48,200,107,3,8,610,988,12400,1330,28,20,13,7,9,313
2.06,73.31,2.81,2.8,5200,6539,13,452,100,59,20,5,43,17500,32,3300,33,100,21,6,10,1430,3041,10900,697,20,14,11,8,9,107
0.61,7.03,8.68,0.6,5000,3704,10,293,800,74,10,28,6,21900,4,2600,43,200,431,6,11,1110,208,13600,173,19,15,12,10,9,172
0.71,70.3,1.01,1.6,3600,2948,19,403,2100,89,26,20,86,27100,12,3800,52,1200,1250,3,26,1090,1419,8100,198,24,17,12,8,10,567
0.9,50.0,1.8,14.8,4600,3999,15,287,2300,141,80,18,773,34600,8,3300,84,700,804,6,50,1690,6562,17900,461,38,21,13,9,11,229
1.43,59.34,2.41,2.5,3400,1166,14,269,1800,94,14,38,523,50600,10,2600,54,300,1260,5,11,1110,483,26000,407,23,16,16,10,8,159
1.63,28.7,5.68,0.6,4000,2626,13,444,1700,110,34,4,37,22500,9,3300,64,200,647,2,33,1050,352,10100,207,36,21,11,8,10,164
0.12,8.82,1.36,4.8,4600,1749,21,365,2900,127,21,4,243,34200,2,3300,75,900,1353,3,27,1350,1938,14800,204,30,21,13,9,10,291
0.09,17.65,0.51,2.3,4500,2727,9,243,100,108,161,20,178,31200,7,2900,62,100,7,4,48,620,2270,25800,263,23,20,10,4,13,144
0.2,5.95,3.36,4.2,3900,6109,11,264,200,92,16,3,225,22600,71,2400,51,100,12,4,12,430,6055,20100,775,139,20,12,5,10,197
0.08,7.21,1.11,1.1,5200,6412,9,138,100,114,68,17,688,18900,43,2800,66,100,9,3,56,810,280,15600,93,24,22,12,6,12,200
0.09,2.01,4.48,1.2,6400,7623,11,375,100,119,43,3,700,19700,50,3300,69,100,11,2,56,1080,115,16100,153,26,23,10,5,14,376
0.07,1.65,4.24,3.6,4800,12171,7,116,200,101,17,17,768,22700,166,2800,60,100,6,4,12,970,222,21400,450,62,22,10,6,8,124
1.95,1.72,113.53,2.1,4200,7865,6,80,2000,112,11,6,6,19700,122,2500,66,200,25,3,20,1110,163,18400,80,25,23,12,10,12,368
9.9,39.32,25.18,0.5,3300,2544,13,42,1600,109,6,7,17,23900,27,3200,64,200,43,12,9,920,202,17600,82,62,21,13,12,7,55
0.94,27.65,3.4,0.5,4400,2158,10,66,1100,83,8,23,90,12700,6,3000,48,200,14,4,9,670,191,9600,63,100,21,11,6,8,105
2.75,29.51,9.32,0.5,4200,6494,9,28,1600,131,17,20,43,30600,12,3000,79,200,17,5,31,890,48,26900,66,31,24,15,12,10,134
0.06,4.2,1.43,0.7,9000,7523,16,33,2800,108,26,33,81,55200,39,2800,60,600,43,3,170,1190,47,50800,61,78,22,66,20,16,228
1.04,19.08,5.45,0.6,3800,633,14,306,100,116,13,4,22,15800,3,2700,68,100,14,4,9,580,563,11800,128,41,24,10,4,13,83
1.16,38.16,3.04,7.7,4100,7328,6,266,1900,123,15,34,314,35900,111,3700,71,200,488,4,11,1420,2011,18400,2124,78,21,15,11,15,145
1.94,42.17,4.6,0.7,3600,6967,6,449,200,152,16,39,242,11700,132,3100,88,100,8,3,8,860,172,8900,273,70,22,11,6,10,79
2.67,38.36,6.96,3.8,3200,2212,6,400,100,124,8,46,179,14600,20,3000,73,200,9,4,8,870,146,10100,637,19,22,16,10,10,72
0.74,9.25,8.0,1.0,6000,5148,9,239,100,138,53,4,9,40700,17,3400,84,200,19,1,56,790,149,33600,101,41,21,14,10,11,122
0.49,36.3,1.35,0.9,4900,5583,12,364,300,130,97,15,67,17500,17,3800,79,200,9,3,42,720,492,13100,91,28,25,13,6,9,119
0.21,11.35,1.85,16.2,10100,9346,12,453,1000,130,22,4,146,16000,76,3400,78,400,204,2,43,1650,11731,16700,8843,37,24,11,13,18,104
0.07,1.73,4.04,0.8,5800,38892,8,132,400,107,47,3,51,35100,113,2900,66,200,22,10,89,970,81,42000,380,29,23,10,10,11,1006
0.53,55.79,0.95,6.7,6000,6662,13,422,300,137,51,4,584,20000,6,3700,85,200,28,8,28,1310,2782,17500,158,41,25,14,7,23,577
0.13,3.61,3.6,0.7,4700,9226,13,239,300,112,23,29,24,26400,8,3100,66,200,12,7,32,1340,63,23700,50,26,25,13,8,15,296
0.02,2.35,0.85,1.2,5400,7091,13,352,300,129,20,16,252,20200,2,3400,76,200,11,10,27,730,92,18200,129,32,27,10,5,13,418
0.05,3.21,1.56,5.3,5500,9929,12,238,300,141,31,2,1145,24200,201,3300,85,200,19,8,29,1100,239,22900,615,28,26,10,5,14,366
0.08,0.94,8.52,0.5,7300,30224,9,170,300,111,67,11,23,31400,27,3000,65,200,11,8,77,750,95,36100,711,117,22,13,7,21,1052
0.2,3.76,5.32,4.7,7600,8784,10,171,300,90,146,2,170,37100,17,3000,48,200,17,7,151,520,300,33200,139,105,24,13,10,21,1005
0.1,3.44,2.91,0.9,6600,12493,9,244,300,109,60,12,65,26500,24,3000,61,200,10,8,66,470,63,25400,377,88,25,13,9,23,764
0.33,7.24,4.56,0.6,11600,12006,16,149,800,83,214,7,17,46800,53,3000,44,300,38,1,246,480,133,44200,1543,188,17,18,14,24,1025
