Level,Offers Remote,Publish Time,Salary,Title,Close Time,State,Collaboration Type
S,True,2019-12-16 15:43:40,<4MT,Full-Stack Developer,2020-02-15 03:00:05,C,FT
J,True,2020-09-13 11:12:16,,برنامه‌نویس Back-End,2020-11-13 03:00:09,C,FT
S,False,2019-12-14 16:09:35,,برنامه‌نویس Front-end(Angular),2019-12-27 14:49:15,C,FT
S,False,2019-12-17 14:31:17,,توسعه‌دهنده Django,2020-02-16 03:00:05,C,FT
J,False,2019-12-08 11:33:14,,Data Scientist,2019-12-22 12:39:59,C,FT
S,False,2019-12-18 13:14:02,<6MT,طراح رابط کاربری (UI Designer),2020-02-17 03:00:04,C,FT
,False,2017-04-22 16:47:20,,برنامه نویس Front-end,2017-06-21 16:47:20,C,
I,True,2019-12-17 10:40:40,,Front-end Developer Intern,2019-12-29 01:40:17,C,PT
S,False,2019-12-17 14:25:00,<6MT,طراح UI/UX بازی (Gamification),2020-02-16 03:00:05,C,PT
I,True,2021-06-19 20:52:48,,game Design,,PB,PT
S,False,2019-12-16 17:46:38,,برنامه‌نویس ارشد (NodeJS),2020-02-15 03:00:05,C,FT
,False,2017-07-29 02:00:27,,در شرکت پوپک کرج,2017-09-27 01:00:27,C,
S,False,2020-08-10 12:24:32,<8MT,Security Engineer,2020-10-10 03:00:09,C,FT
J,True,2019-12-14 13:55:31,<3MT,توسعه‌دهنده بک اند,2020-02-13 03:00:05,C,FT
J,True,2019-12-14 13:54:31,<3MT,برنامه‌نویس فرانت اند,2020-02-13 03:00:05,C,FT
S,False,2019-12-12 10:50:52,,Senior Front-end Developer,2020-02-11 03:00:04,C,FT
J,False,2019-10-26 12:10:10,,توسعه‌دهنده Front End,2019-12-26 03:00:05,C,FT
J,False,2019-12-11 17:11:51,,برنامه‌نویس وب,2020-02-10 03:00:04,C,FT
S,True,2019-12-29 13:10:05,<2MT,توسعه‌دهنده Front End,2020-02-28 03:00:05,C,PR
J,False,2019-12-11 15:11:50,<8MT,Front-End Developer,2020-02-10 03:00:04,C,FT
J,False,2019-12-11 15:11:02,<8MT,Back-End Developer,2020-02-10 03:00:04,C,FT
S,False,2019-12-11 15:12:27,<3MT,برنامه‌نویس Android,2020-02-10 03:00:04,C,FT
S,False,2019-12-25 10:57:54,<8MT,کارشناس فنی پشتیبانی سیستم,2020-02-24 03:00:05,C,FT
J,False,2019-12-09 18:00:30,,توسعه‌دهنده Backend,2020-02-08 03:00:05,C,FT
J,False,2019-12-09 16:41:46,<4MT,توسعه‌دهنده Backend,2020-02-08 03:00:05,C,FT
J,False,2019-12-09 16:39:08,<3MT,python/django developer,2020-02-08 03:00:05,C,FT
J,False,2019-12-07 16:10:07,,Python/Django Developer,2020-02-06 03:00:05,C,FT
S,False,2019-12-08 11:43:40,<8MT,DevOps engineer,2020-02-07 03:00:05,C,FT
J,False,2019-12-08 11:31:49,,برنامه‌نویس وب,2020-02-07 03:00:05,C,FT
J,False,2019-12-08 11:33:37,,Product Analyst,2019-12-08 15:00:43,C,FT
J,False,2019-12-08 11:33:31,,Software Engineer / Back-end Developer,2019-12-30 12:28:11,C,FT
J,False,2019-12-08 11:33:23,,Front-end Developer,2019-12-30 12:28:18,C,FT
J,False,2019-10-21 18:38:11,,توسعه‌دهنده Front End,2019-12-21 03:00:04,C,FT
S,False,2019-12-07 11:36:51,<8MT,توسعه‌دهنده اندروید - Android Developer,2019-12-25 09:36:39,C,FT
S,True,2019-12-06 16:27:22,<8MT,برنامه‌نویس ارشد Full Stack,2020-02-05 03:00:05,C,PT
J,False,2019-12-06 16:26:50,<4MT,توسعه‌دهنده React) Front-End),2020-02-05 03:00:05,C,FT
J,True,2019-12-04 11:41:55,<8MT,برنامه‌نویس الگوریتمی,2020-02-03 03:00:11,C,PR
,False,2017-03-06 18:32:19,,توسعه دهنده فرانت اند,2017-05-05 19:32:19,C,
J,False,2019-12-03 13:01:27,<6MT,برنامه‌نویس جاوا React,2020-02-02 03:00:05,C,FT
J,False,2019-12-06 16:26:49,<4MT,توسعه‌دهنده Node.js) Back-End),2020-02-05 03:00:05,C,FT
J,False,2019-12-06 16:26:03,,برنامه‌نویس vue.js,2020-02-05 03:00:05,C,FT
S,False,2019-12-06 16:25:37,<8MT,توسعه‌دهنده Fullstack,2020-02-05 03:00:05,C,FT
J,False,2019-12-06 16:25:17,<6MT,توسعه‌دهنده Front-end,2020-02-05 03:00:05,C,FT
S,False,2019-12-04 12:18:14,<8MT,SysAdmin,2020-02-03 03:00:11,C,FT
J,False,2019-12-02 14:07:47,<3MT,توسعه‌دهنده Front End,2020-02-01 03:00:10,C,FT
S,False,2019-12-04 10:31:12,,توسعه‌دهنده Backend,2020-02-03 03:00:11,C,FT
S,False,2019-12-03 18:30:12,<6MT,توسعه‌دهنده PHP,2020-02-02 03:00:05,C,FT
S,False,2019-12-03 18:29:45,<4MT,توسعه‌دهنده React,2020-02-02 03:00:05,C,FT
I,False,2019-12-01 10:21:30,,برنامه‌نویس php مسلط به فریم ورک لاراول,2020-01-31 03:00:06,C,FT
S,False,2019-12-03 16:24:47,,برنامه‌نویس Back-End,2020-02-02 03:00:05,C,FT
S,False,2019-12-02 12:58:08,,توسعه‌دهنده Backend,2019-12-03 08:34:53,C,FT
J,False,2019-12-03 14:45:56,,UI/UX designer,2020-02-02 03:00:05,C,FT
S,False,2019-12-03 14:07:35,>12MT,برنامه‌نویس Rubby on rails,2020-02-02 03:00:05,C,FT
S,False,2019-12-03 10:11:24,<6MT,Quality Assurance Expert,2020-02-02 03:00:05,C,FT
S,True,2019-12-03 13:02:43,,توسعه‌دهنده پردازش متن,2020-02-02 03:00:05,C,PR
J,False,2019-12-03 10:17:47,<4MT,طراح بازی (Game designer),2020-02-02 03:00:05,C,FT
J,False,2019-12-03 10:17:13,<4MT,توسعه‌دهنده Unity,2020-02-02 03:00:05,C,FT
S,False,2019-12-03 10:08:26,<6MT,BackEnd Web Developer / Linux SysAdmin,2020-02-02 03:00:05,C,FT
J,False,2019-12-02 15:35:28,,توسعه‌دهنده Backend,2020-02-01 03:00:10,C,FT
S,False,2019-12-02 15:36:16,<6MT,برنامه‌نویس وردپرس,2020-02-01 03:00:10,C,FT
S,False,2019-12-02 14:09:11,<8MT,برنامه‌نویس جاوا,2020-02-01 03:00:10,C,FT
J,False,2019-12-01 15:01:31,,توسعه‌دهنده Front End,2020-01-31 03:00:06,C,FT
J,False,2019-12-01 15:02:28,,توسعه‌دهنده اندروید,2020-01-31 03:00:06,C,FT
J,False,2019-12-01 10:23:19,,توسعه‌دهنده جاوا,2020-01-31 03:00:06,C,FT
S,False,2019-11-30 17:59:24,<6MT,برنامه‌نویس جاوا اسکریپت,2020-01-30 03:00:05,C,FT
S,False,2019-11-30 13:04:22,<12MT,توسعه‌دهنده PHP,2020-01-30 03:00:05,C,FT
J,False,2019-10-12 09:57:27,,کارشناس هوش تجاری,2019-12-12 03:00:05,C,FT
S,False,2019-11-30 12:14:18,<6MT,برنامه‌نویس Front-end,2020-01-30 03:00:05,C,FT
S,False,2019-11-30 12:14:03,<6MT,Senior Backend Developer,2020-01-30 03:00:05,C,FT
S,False,2019-11-30 12:13:36,<6MT,Senior Backend Developer,2020-01-30 03:00:05,C,FT
S,False,2019-11-30 12:13:17,<6MT,Senior Front-end Developer,2020-01-30 03:00:05,C,FT
J,False,2019-11-25 12:21:58,,برنامه‌نویس Python و MongoDB,2020-01-25 03:00:05,C,FT
S,False,2019-11-29 11:05:42,<12MT,توسعه‌دهنده Backend,2020-01-29 03:00:05,C,FT
S,False,2019-11-29 11:06:03,<8MT,اسکرام مستر,2020-01-29 03:00:05,C,FT
S,False,2019-12-01 10:23:40,,متخصص بانک اطلاعاتی,2020-01-31 03:00:06,C,FT
I,False,2019-11-27 19:10:50,,کارآموز تولید محتوا و طراحی وب,2019-12-10 10:47:21,C,FT
J,False,2019-11-27 14:51:06,,برنامه‌نویس (امریه سربازی),2020-01-27 03:00:05,C,FT
I,False,2019-11-27 10:46:58,,توسعه‌دهنده Front End,2019-12-31 08:58:14,C,PT
S,True,2019-11-27 10:46:47,<12MT,توسعه‌دهنده اندروید - Android Developer,2020-01-27 03:00:05,C,FT
J,False,2019-11-27 10:43:29,<4MT,Frontend Developer,2019-12-14 12:20:53,C,FT
S,False,2019-11-24 11:20:17,<6MT,برنامه‌نویس Java,2020-01-24 03:00:05,C,FT
J,False,2019-11-25 12:22:15,<6MT,برنامه‌نویس دستگاه POS,2020-01-25 03:00:05,C,FT
S,False,2019-11-26 13:40:18,<8MT,برنامه‌نویس Full Stack,2019-12-25 09:36:31,C,FT
S,False,2019-11-25 18:02:26,<4MT,برنامه‌نویس Full Stack,2020-01-25 03:00:05,C,FT
J,False,2019-11-25 15:11:34,,کارشناس توسعه‌دهنده PHP,2020-01-25 03:00:05,C,FT
S,False,2019-11-25 14:14:21,,طراح و گرافیست UI/UX سایت,2020-01-25 03:00:05,C,FT
S,False,2019-11-25 15:58:03,,Data scientist,2020-01-25 03:00:05,C,FT
J,True,2019-11-24 12:41:31,>12MT,توسعه‌دهنده Front End,2020-01-24 03:00:05,C,PR
S,False,2019-11-24 12:43:21,<8MT,توسعه‌دهنده ارشد React,2020-01-24 03:00:05,C,FT
S,True,2019-11-24 11:35:25,<6MT,توسعه‌دهنده وب,2020-01-24 03:00:05,C,FT
J,False,2019-11-23 17:40:23,,برنامه‌نویس React,2020-01-23 03:00:05,C,FT
S,False,2019-11-16 15:09:37,<6MT,توسعه‌دهنده .Net,2020-01-16 03:00:04,C,FT
S,True,2019-11-20 12:50:18,<8MT,برنامه‌نویس NodeJS (دورکاری),2020-01-20 03:00:05,C,FT
J,False,2019-11-23 10:21:34,,برنامه‌نویس Back-End,2020-01-23 03:00:05,C,FT
I,False,2019-11-18 15:01:45,<3MT,توسعه‌دهنده Front End,2019-11-25 09:38:33,C,FT
S,False,2019-11-18 12:30:23,<8MT,UI/UX designer,2020-01-18 03:00:09,C,FT
S,False,2019-11-18 12:30:51,,Server-Side Developer,2020-01-18 03:00:09,C,FT
J,False,2019-11-16 15:07:50,<4MT,توسعه‌دهنده PHP laravel,2019-12-29 14:59:09,C,FT
S,False,2019-11-16 10:19:19,<6MT,توسعه‌دهنده PHP / لاراول,2020-01-16 03:00:04,C,FT
I,True,2019-11-16 10:18:49,<3MT,Machine learning internship,2019-11-27 11:20:58,C,FT
J,True,2019-11-05 11:12:15,<6MT,برنامه‌نویس وردپرس,2020-01-05 03:00:05,C,PR
S,False,2019-11-16 10:17:57,,برنامه‌نویس (Back-End(Python,2020-01-16 03:00:04,C,FT
J,False,2019-11-09 11:36:47,<4MT,توسعه‌دهنده Front End,2020-01-09 03:00:04,C,FT
J,False,2019-05-05 15:48:34,<2MT,توسعه‌دهنده Python,2019-07-05 03:00:05,C,PT
S,True,2019-11-16 10:17:41,<8MT,توسعه‌دهنده فرانت و back,2020-01-16 03:00:04,C,FT
S,False,2019-11-13 16:37:42,<6MT,توسعه‌دهنده Front End,2020-01-13 03:00:05,C,FT
S,False,2019-11-13 14:15:47,<4MT,برنامه‌نویس UI و Front-End,2020-01-13 03:00:05,C,FT
S,False,2019-11-13 14:11:05,<4MT,برنامه‌نویس Back-End,2020-01-13 03:00:05,C,FT
J,False,2019-11-12 14:43:53,<6MT,کارشناس تضمین کیفیت,2020-01-12 03:00:05,C,FT
S,False,2019-11-13 14:04:25,<3MT,طراح UI/UX,2020-01-13 03:00:05,C,FT
J,True,2019-11-13 14:04:04,,Technical Content Writer,2019-12-17 12:35:05,C,PT
J,False,2019-11-13 11:31:48,,کارشناس تست,2020-01-13 03:00:05,C,FT
S,False,2019-10-06 14:52:41,<6MT,توسعه‌دهنده Full-stack,2019-12-06 03:00:05,C,FT
S,False,2019-11-12 19:50:12,<6MT,برنامه‌نویس Node.js,2020-01-12 03:00:05,C,FT
S,False,2019-11-12 19:51:12,<6MT,برنامه‌نویس React,2020-01-12 03:00:05,C,FT
I,False,2019-11-10 11:25:43,<2MT,کارشناس فناوری اطلاعات,2020-01-10 03:00:05,C,FT
S,True,2019-11-10 10:41:13,<6MT,توسعه‌دهنده NodeJS (دورکاری),2020-01-10 03:00:05,C,FT
J,False,2019-11-10 10:41:52,<3MT,توسعه‌دهنده Web service -Back end,2020-01-10 03:00:05,C,FT
J,False,2019-11-09 16:41:43,<3MT,Sql developer,2020-01-09 03:00:04,C,FT
S,False,2019-11-08 22:43:19,<8MT,توسعه‌دهنده Back-end,2020-01-08 03:00:05,C,FT
S,True,2019-11-08 12:30:04,,توسعه‌دهنده فرانت اند,2020-01-08 03:00:05,C,PR
S,False,2019-11-02 11:34:56,<6MT,برنامه‌نویس Backend node.js,2020-01-02 03:00:05,C,FT
S,True,2019-11-08 12:31:04,<6MT,PHP - Laravel Backend Developer,2020-01-08 03:00:05,C,FT
S,False,2019-11-08 12:32:56,<4MT,طراح UI/UX,2020-01-08 03:00:05,C,FT
J,True,2019-11-06 21:15:35,,برنامه‌نویس پایتون (اصفهان),2020-01-06 03:00:06,C,FT
J,False,2019-11-05 14:58:22,<4MT,برنامه‌نویس Android,2020-01-05 03:00:05,C,FT
S,False,2019-11-05 11:55:21,<3MT,برنامه‌نویس Front-End,2020-01-05 03:00:05,C,FT
I,False,2019-11-05 11:19:30,<3MT,توسعه‌دهنده Front End,2020-01-05 03:00:05,C,FT
J,False,2019-11-02 11:35:26,<6MT,برنامه‌نویس ++C,2020-01-02 03:00:05,C,FT
J,False,2019-11-09 11:42:38,,برنامه‌نویس وب,2020-01-09 03:00:04,C,FT
S,False,2019-11-04 18:16:19,<6MT,برنامه‌نویس Back-End مسلط به LARAVEL,2020-01-04 03:00:07,C,FT
S,False,2019-11-04 18:13:47,<8MT,Front End Developer,2019-12-25 09:37:07,C,FT
J,False,2019-11-04 18:13:27,<6MT,توسعه‌دهنده Front End,2019-11-27 12:26:01,C,FT
I,True,2021-06-19 20:57:55,,Python Software Engineer کارآموز,,PB,PT
S,False,2019-11-04 10:02:31,<4MT,برنامه‌نویس Front-End Developer,2020-01-04 03:00:07,C,FT
S,False,2019-11-04 10:03:47,<6MT,Mobile Developer,2020-01-04 03:00:07,C,FT
I,False,2019-11-03 14:23:50,,کارآموز برنامه‌نویس Vue.JS,2019-11-13 14:53:56,C,FT
S,False,2019-11-03 14:23:33,,برنامه‌نویس Back-End,2020-01-03 03:00:05,C,FT
S,False,2019-10-26 15:49:26,,Back-End Developer (Python-Go),2019-12-26 03:00:05,C,FT
S,False,2019-11-12 15:00:07,<12MT,برنامه‌نویس وب/app,2020-01-12 03:00:05,C,FT
S,False,2019-11-03 10:04:07,<6MT,برنامه‌نویس ارشد NodeJS,2020-01-03 03:00:05,C,FT
M,False,2019-11-03 10:03:51,<4MT,توسعه‌دهنده Backend,2020-01-03 03:00:05,C,FT
S,False,2019-11-02 17:59:54,<8MT,Full-stack Developer,2020-01-02 03:00:05,C,FT
S,False,2019-10-26 15:42:38,,(Senior Front-end Developer (React,2019-12-26 03:00:05,C,FT
J,False,2019-11-02 17:30:33,<6MT,طراح رابط کاربری و تجربه کاربری (UI/UX),2020-01-02 03:00:05,C,FT
S,False,2019-11-02 17:31:01,<2MT,Front - End Developer,2020-01-02 03:00:05,C,FT
J,False,2019-11-02 13:40:02,,توسعه‌دهنده PHP,2020-01-02 03:00:05,C,FT
S,True,2019-11-02 13:39:44,<8MT,توسعه‌دهنده اندروید,2019-12-22 11:00:41,C,PR
J,False,2019-11-02 13:39:31,,برنامه‌نویس وب,2020-01-02 03:00:05,C,FT
J,True,2019-11-02 11:43:01,<6MT,توسعه‌دهنده Front End,2020-01-02 03:00:05,C,PT
S,False,2019-11-02 11:43:56,,برنامه‌نویس ASP.net,2020-01-02 03:00:05,C,FT
J,False,2019-11-02 11:45:05,,توسعه‌دهنده اپلیکیشن React Native,2020-01-02 03:00:05,C,FT
J,False,2019-10-30 12:33:25,<3MT,UI/UX designer,2019-12-30 03:00:04,C,FT
S,False,2019-10-30 12:33:37,<12MT,توسعه‌دهنده PHP,2019-12-30 03:00:04,C,FT
J,False,2019-10-30 11:50:21,<3MT,توسعه‌دهنده Front End,2019-12-30 03:00:04,C,FT
J,False,2019-10-05 11:01:07,<8MT,برنامه‌نویس java,2019-12-05 03:00:04,C,PT
J,False,2019-10-29 18:44:41,<8MT,برنامه‌نویسی سیستمی و عمومی,2019-12-29 03:00:04,C,FT
J,False,2019-10-29 18:45:33,<6MT,برنامه‌نویسی وب,2019-12-29 03:00:04,C,FT
J,True,2019-10-26 12:09:53,<1MT,توسعه‌دهنده Front End,2019-11-27 14:31:13,C,PR
J,False,2019-10-29 18:46:49,<4MT,پشتیبانی شبکه‌های کامپیوتری,2019-12-29 03:00:04,C,FT
J,False,2019-10-23 16:09:08,<2MT,توسعه‌دهنده Front End اصفهان,2019-12-23 03:00:04,C,FT
S,False,2019-11-05 11:21:27,<12MT,Senior Ruby on Rails Developer,2020-01-05 03:00:05,C,FT
J,False,2019-10-27 12:44:04,,توسعه‌دهنده جاوا,2019-12-01 10:04:33,C,FT
S,True,2019-10-27 12:39:44,<6MT,برنامه‌نویس React Native,2019-12-27 03:00:05,C,FT
J,False,2019-10-13 12:53:32,,برنامه‌نویس ASP.NET MVC,2019-12-08 10:28:34,C,FT
J,False,2019-10-26 16:57:53,<3MT,کارشناس مستندسازی,2019-12-26 03:00:05,C,FT
S,False,2019-10-26 14:54:06,<8MT,توسعه‌دهنده دات‌نت - Backend Developer,2019-12-26 03:00:05,C,FT
J,False,2019-10-26 12:10:31,,توسعه‌دهنده بک اند,2019-12-26 03:00:05,C,PT
S,False,2019-10-26 12:09:44,<12MT,توسعه‌دهنده Front End,2019-12-26 03:00:05,C,FT
S,False,2019-10-26 12:09:36,<4MT,برنامه‌نویس وب NET.,2019-12-26 03:00:05,C,FT
S,False,2019-09-14 12:33:11,<6MT,توسعه‌دهنده Flutter,2019-11-14 03:00:04,C,PR
S,False,2019-10-23 17:46:53,,مدرس برنامه‌نویسی متخصص,2019-12-23 03:00:04,C,PT
S,True,2019-10-23 12:20:57,<8MT,برنامه‌نویس Senior React Native,2019-12-23 03:00:04,C,PT
S,False,2019-10-22 17:59:29,<4MT,برنامه‌نویس Back-End,2019-12-22 03:00:05,C,FT
J,False,2019-10-22 16:33:46,<6MT,برنامه‌نویس PHP,2019-12-22 03:00:05,C,FT
J,False,2019-10-20 12:56:23,,توسعه‌دهنده Python/Django,2019-11-24 09:55:31,C,FT
S,False,2019-10-22 15:52:57,<8MT,توسعه‌دهنده اندروید - Android Developer,2019-12-22 03:00:05,C,FT
S,False,2019-10-22 11:16:00,<8MT,توسعه‌دهنده موبایل,2019-11-16 16:51:54,C,PR
J,False,2019-10-13 12:53:20,<2MT,نیروی مسلط به لاراول,2019-11-07 20:29:55,C,PR
S,False,2019-10-21 16:33:16,<6MT,توسعه‌دهنده وب,2019-12-21 03:00:04,C,FT
J,False,2019-10-21 15:42:45,<6MT,توسعه‌دهنده PHP,2019-12-21 03:00:04,C,FT
J,False,2019-10-20 12:22:39,,Graphic Designer,2019-11-11 11:56:38,C,PT
J,False,2019-10-22 18:00:52,,برنامه‌نویس Backend,2019-12-22 03:00:05,C,FT
J,False,2019-10-13 12:53:09,,کارشناس استقرار و پشتیبانی (HELP DESK ),2019-12-13 03:00:04,C,FT
S,False,2019-10-20 12:22:17,<4MT,وردپرس کار مسلط به طراحی پلاگین و قالب,2019-12-20 03:00:05,C,FT
S,True,2019-10-20 11:18:24,<6MT,توسعه‌دهنده Front End,2019-12-20 03:00:05,C,FT
S,True,2019-10-20 11:20:15,<6MT,توسعه‌دهنده Backend,2019-12-20 03:00:05,C,FT
J,False,2019-10-20 10:31:01,,توسعه‌دهنده بک‌اند - Node.JS,2019-12-20 03:00:05,C,PT
J,False,2019-10-20 10:31:37,<4MT,برنامه‌نویس .Net,2019-12-20 03:00:05,C,FT
J,False,2019-10-13 12:52:44,,توسعه‌دهنده NodeJS,2019-12-13 03:00:04,C,PT
S,True,2019-10-20 10:34:08,<8MT,برنامه‌نویس Full Stack,2019-12-20 03:00:05,C,FT
J,True,2019-10-16 17:11:25,<1MT,برنامه‌نویسvue.js,2019-12-16 03:00:05,C,FT
S,False,2019-10-16 17:11:35,,برنامه‌نویس c#,2019-12-16 03:00:05,C,FT
J,False,2019-10-16 14:46:08,,توسعه‌دهنده Front-End,2019-12-16 03:00:05,C,FT
S,False,2019-10-16 12:09:57,,برنامه‌نویس ارشد جاوا (Back End),2019-12-16 03:00:05,C,FT
S,False,2019-10-16 12:06:10,,برنامه‌نویس ASP.NET,2019-12-16 03:00:05,C,FT
I,False,2019-10-16 12:17:06,,کارآموز برنامه‌نویسی SQL,2019-10-23 09:43:37,C,FT
S,False,2019-10-16 12:05:43,,توسعه‌دهنده Backend,2019-12-16 03:00:05,C,FT
S,False,2019-10-14 15:05:11,,توسعه‌دهنده Backend,2019-12-14 03:00:05,C,FT
I,False,2019-04-29 12:48:07,,کارآموزی دانشمند داده Data Science,2019-06-29 03:00:04,C,PR
J,False,2019-10-15 10:42:01,,توسعه‌دهنده Backend,2019-10-15 11:07:51,C,PT
J,False,2019-10-15 13:14:15,,برنامه‌نویس Back-End,2019-12-15 03:00:05,C,FT
S,False,2019-10-14 17:02:48,,کارشناس تست نرم‌افزار QA,2019-12-14 03:00:05,C,FT
S,False,2019-10-14 15:04:44,<12MT,Data Engineer (Python),2019-12-14 03:00:05,C,FT
S,False,2019-10-14 14:19:06,,توسعه‌دهنده Front End,2019-12-14 03:00:05,C,FT
S,False,2019-10-14 11:40:28,,Frontend Developer,2019-12-14 03:00:05,C,FT
J,False,2019-10-14 11:39:51,,برنامه‌نویس جاوا,2019-12-14 03:00:05,C,FT
S,False,2019-10-14 10:18:05,,برنامه‌نویس C,2019-12-14 03:00:05,C,PT
J,False,2019-10-12 10:00:04,,توسعه‌دهنده جنگو,2019-12-12 03:00:05,C,PT
S,False,2019-10-13 13:45:27,<6MT,توسعه‌دهنده NodeJS,2019-12-13 03:00:04,C,FT
J,False,2019-10-12 15:35:37,<4MT,برنامه‌نویس وب (Net.),2019-12-12 03:00:05,C,FT
S,False,2019-10-12 14:32:26,,مدیر مارکتینگ,2019-11-10 10:50:01,C,FT
S,False,2019-10-12 14:31:54,<12MT,Senior Backend Developer,2019-12-12 03:00:05,C,FT
S,False,2019-10-12 12:46:35,<8MT,توسعه‌دهنده اندروید,2019-12-12 03:00:05,C,FT
J,False,2019-10-12 09:58:27,<3MT,توسعه‌دهنده اندروید,2019-12-12 03:00:05,C,FT
J,False,2019-10-12 09:58:43,<1MT,توسعه‌دهنده Backend,2019-12-12 03:00:05,C,FT
J,False,2019-10-07 18:54:09,<6MT,PHP Developer,2019-12-07 03:00:05,C,FT
S,False,2019-10-12 09:59:09,<6MT,توسعه‌دهنده Backend,2019-12-12 03:00:05,C,FT
S,False,2019-10-12 09:59:31,<12MT,Unity develpoer,2019-12-12 03:00:05,C,PR
M,False,2019-10-12 09:59:46,<4MT,مدرس برنامه‌نویسی,2019-10-23 15:17:32,C,PT
J,False,2019-10-12 10:01:15,<3MT,توسعه‌دهنده Front End,2019-12-12 03:00:05,C,FT
S,False,2019-10-12 10:01:45,,برنامه‌نویس Full Stack,2019-12-12 03:00:05,C,FT
J,True,2019-10-12 10:03:33,<2MT,توسعه‌دهنده اندروید,2019-12-12 03:00:05,C,PT
S,False,2019-10-12 10:04:41,,برنامه‌نویس ارشد Golang,2019-12-12 03:00:05,C,FT
S,False,2019-10-09 14:18:31,,Senior React Developer,2019-12-09 03:00:05,C,FT
J,False,2019-10-09 14:20:26,<6MT,برنامه‌نویس React-native یا flutter,2019-12-09 03:00:05,C,FT
